date,product,region,quantity,price,sales
2022-01-20,Monitor,South,3,1425.5195558375804,4276.5586675127415
2022-01-20,Keyboard,West,2,1860.5164878068395,3721.032975613679
2022-01-20,Phone,North,4,225.84835791854513,903.3934316741805
2022-01-20,Keyboard,South,2,1035.974378586452,2071.948757172904
2022-01-20,Keyboard,East,3,556.2766756785668,1668.8300270357004
2022-01-21,Laptop,East,2,1425.5683900241704,2851.136780048341
2022-01-21,Monitor,West,4,882.1563072793034,3528.6252291172136
2022-01-21,Tablet,East,1,1948.9096636131983,1948.9096636131983
2022-01-21,Keyboard,South,3,177.65037090630983,532.9511127189295
2022-01-21,Keyboard,South,4,760.4765075170986,3041.9060300683946
2022-01-21,Keyboard,North,1,975.479659262179,975.479659262179
2022-01-21,Phone,South,1,1056.4928146242282,1056.4928146242282
2022-01-22,Phone,North,3,1293.0107400327247,3879.032220098174
2022-01-22,Tablet,Central,1,626.0675314796871,626.0675314796871
2022-01-22,Laptop,North,3,450.5899367771169,1351.7698103313508
2022-01-22,Phone,West,3,1109.4049325497147,3328.214797649144
2022-01-22,Phone,Central,2,169.698085492136,339.396170984272
2022-01-22,Tablet,East,3,1704.4372780038946,5113.3118340116835
2022-01-22,Tablet,West,1,1747.7084640419741,1747.7084640419741
2022-01-22,Tablet,East,3,299.25141641171376,897.7542492351413
2022-01-22,Keyboard,West,2,1171.533674835789,2343.067349671578
2022-01-22,Laptop,South,2,327.5480504565773,655.0961009131546
2022-01-22,Laptop,Central,4,1000.5428887180567,4002.171554872227
2022-01-22,Phone,East,1,1047.0401779652088,1047.0401779652088
2022-01-22,Monitor,South,3,1516.335000950227,4549.005002850681
2022-01-23,Monitor,East,2,639.1742210175765,1278.348442035153
2022-01-23,Monitor,South,4,1184.4787788709325,4737.91511548373
2022-01-23,Tablet,Central,2,1250.9721567780855,2501.944313556171
2022-01-23,Laptop,Central,2,528.1323156538036,1056.2646313076073
2022-01-23,Monitor,East,2,641.6808205183095,1283.361641036619
2022-01-24,Laptop,East,3,134.660714713886,403.98214414165795
2022-01-24,Keyboard,West,4,312.87391411929946,1251.4956564771978
2022-01-24,Phone,West,4,1843.05166486251,7372.20665945004
2022-01-24,Laptop,East,2,1865.814379342413,3731.628758684826
2022-01-24,Tablet,South,3,1693.306861534987,5079.920584604961
2022-01-24,Keyboard,South,2,1450.8097097898217,2901.6194195796434
2022-01-24,Monitor,North,4,560.5784915886525,2242.31396635461
2022-01-24,Laptop,South,2,648.398051156486,1296.796102312972
2022-01-24,Keyboard,East,3,1014.1661935241532,3042.4985805724596
2022-01-24,Tablet,East,1,801.5379148688027,801.5379148688027
2022-01-24,Phone,Central,3,1142.951761789057,3428.855285367171
2022-01-24,Phone,Central,4,1638.7614471238062,6555.045788495225
2022-01-25,Keyboard,North,1,321.7225218691945,321.7225218691945
2022-01-25,Tablet,North,1,1678.1768747966853,1678.1768747966853
2022-01-25,Monitor,South,2,1872.5823274899137,3745.1646549798274
2022-01-25,Tablet,North,2,444.34282571475427,888.6856514295085
2022-01-25,Tablet,North,4,1471.0334464274265,5884.133785709706
2022-01-26,Tablet,North,1,483.0919080907146,483.0919080907146
2022-01-26,Tablet,Central,1,1647.691968439626,1647.691968439626
2022-01-26,Tablet,South,2,781.7779198346548,1563.5558396693095
2022-01-26,Keyboard,South,1,1397.6659204925515,1397.6659204925515
2022-01-26,Tablet,Central,2,1125.5840176378028,2251.1680352756057
2022-01-26,Laptop,North,1,1809.19168922168,1809.19168922168
2022-01-26,Phone,Central,4,535.148242757113,2140.592971028452
2022-01-26,Tablet,East,3,1488.0433599376727,4464.130079813018
2022-01-26,Phone,West,3,1769.3953192095325,5308.185957628598
2022-01-26,Laptop,West,2,1798.3959077968195,3596.791815593639
2022-01-26,Monitor,Central,2,1529.5659280737632,3059.1318561475264
2022-01-26,Keyboard,Central,3,1513.4979558880862,4540.493867664259
2022-01-27,Phone,South,1,1765.8547098473239,1765.8547098473239
2022-01-27,Laptop,Central,3,819.7609745581399,2459.2829236744196
2022-01-27,Keyboard,West,4,1054.3478601788074,4217.39144071523
2022-01-27,Keyboard,Central,3,877.0148364624371,2631.0445093873113
2022-01-27,Keyboard,South,3,1318.1805024820649,3954.5415074461944
2022-01-27,Tablet,West,4,1460.740241992609,5842.960967970436
2022-01-27,Tablet,Central,4,445.03566192270875,1780.142647690835
2022-01-27,Phone,South,2,1268.4054999900434,2536.8109999800868
2022-01-28,Keyboard,South,1,586.4295105219583,586.4295105219583
2022-01-28,Monitor,East,4,294.2040620278792,1176.8162481115169
2022-01-28,Monitor,Central,4,143.74294909651127,574.9717963860451
2022-01-28,Phone,North,4,811.4272024688019,3245.7088098752074
2022-01-28,Laptop,East,1,298.06923549843805,298.06923549843805
2022-01-28,Laptop,East,3,333.3404855068942,1000.0214565206826
2022-01-28,Keyboard,Central,2,1693.9063642472747,3387.8127284945494
2022-01-28,Laptop,North,3,691.7441016867183,2075.232305060155
2022-01-28,Tablet,Central,3,204.04711376185952,612.1413412855786
2022-01-28,Laptop,South,4,1596.8007885575355,6387.203154230142
2022-01-28,Phone,North,3,856.5205178227923,2569.5615534683766
2022-01-28,Laptop,South,3,1853.6244404171211,5560.873321251363
2022-01-28,Phone,East,2,1845.0639773846722,3690.1279547693443
2022-01-28,Tablet,East,4,1834.2239794703448,7336.895917881379
2022-01-29,Laptop,West,2,164.37040446853047,328.74080893706093
2022-01-29,Laptop,North,1,1203.1178655282827,1203.1178655282827
2022-01-29,Phone,West,2,1360.7210068317502,2721.4420136635003
2022-01-29,Laptop,West,1,382.4591827309146,382.4591827309146
2022-01-29,Monitor,Central,4,1054.170519629361,4216.682078517444
2022-01-29,Laptop,Central,2,1524.9248937584377,3049.8497875168755
2022-01-29,Tablet,East,2,489.7653169158136,979.5306338316273
2022-01-29,Keyboard,North,1,817.6793001363217,817.6793001363217
2022-01-29,Tablet,South,1,1573.5024717205201,1573.5024717205201
2022-01-29,Phone,South,2,937.4492191826334,1874.8984383652669
2022-01-30,Tablet,West,1,735.2893414899162,735.2893414899162
2022-01-30,Tablet,South,2,1805.11777865588,3610.23555731176
2022-01-30,Phone,West,1,148.23407575465524,148.23407575465524
2022-01-30,Monitor,South,3,1351.9554896292875,4055.8664688878625
2022-01-30,Laptop,North,3,582.3882716822782,1747.1648150468345
2022-01-30,Tablet,Central,4,297.8063057706903,1191.2252230827612
2022-01-31,Tablet,East,1,1157.7710110883957,1157.7710110883957
2022-01-31,Phone,East,4,1978.5846857153413,7914.338742861365
2022-01-31,Tablet,West,4,1369.3617594842276,5477.44703793691
2022-01-31,Keyboard,South,3,1303.157472330825,3909.472416992475
2022-01-31,Laptop,Central,3,333.2760903591461,999.8282710774383
2022-01-31,Tablet,West,1,900.7066461257461,900.7066461257461
2022-01-31,Phone,North,3,1287.046414982177,3861.139244946531
2022-01-31,Tablet,South,3,821.4155755178072,2464.2467265534215
2022-01-31,Monitor,West,1,755.8650752744236,755.8650752744236
2022-02-01,Phone,Central,4,517.0699976538215,2068.279990615286
2022-02-01,Phone,West,4,317.05205924875395,1268.2082369950158
2022-02-01,Tablet,North,2,142.69168580822304,285.3833716164461
2022-02-01,Laptop,South,1,864.845082834263,864.845082834263
2022-02-01,Laptop,East,2,1970.364143336749,3940.728286673498
2022-02-01,Phone,Central,1,1413.3215294583433,1413.3215294583433
2022-02-01,Keyboard,East,2,1837.1677324649481,3674.3354649298963
2022-02-01,Keyboard,South,4,1046.3724316709108,4185.489726683643
2022-02-01,Phone,North,1,1337.698737868542,1337.698737868542
2022-02-01,Phone,West,3,302.4995872444813,907.4987617334439
2022-02-01,Keyboard,East,1,606.3469474046763,606.3469474046763
2022-02-01,Tablet,South,4,1302.8863203791504,5211.545281516602
2022-02-01,Keyboard,South,1,1692.403230038762,1692.403230038762
2022-02-02,Monitor,South,2,189.2353368726046,378.4706737452092
2022-02-02,Monitor,East,1,257.31746905774025,257.31746905774025
2022-02-02,Monitor,East,2,229.674440172774,459.348880345548
2022-02-02,Tablet,East,4,1839.4759868546366,7357.9039474185465
2022-02-02,Tablet,East,2,1004.4957641782894,2008.9915283565788
2022-02-02,Keyboard,North,2,159.2479566164409,318.4959132328818
2022-02-02,Monitor,East,3,1698.9063545890824,5096.7190637672475
2022-02-02,Laptop,East,1,393.8770676781488,393.8770676781488
2022-02-02,Laptop,South,2,302.5366809541664,605.0733619083328
2022-02-03,Laptop,North,1,1439.3585444090108,1439.3585444090108
2022-02-03,Phone,North,3,244.27347970228197,732.8204391068459
2022-02-03,Phone,Central,4,1419.9232946234108,5679.693178493643
2022-02-03,Phone,West,3,697.7334579378808,2093.2003738136423
2022-02-03,Tablet,East,1,359.9553987460267,359.9553987460267
2022-02-03,Phone,North,3,1090.471268085782,3271.413804257346
2022-02-03,Monitor,East,4,1314.0038321350974,5256.015328540389
2022-02-03,Laptop,Central,2,1310.740001600025,2621.48000320005
2022-02-03,Laptop,South,1,1328.6633463226106,1328.6633463226106
2022-02-03,Tablet,South,1,1893.712745404565,1893.712745404565
2022-02-03,Phone,North,3,1156.0325047306412,3468.0975141919234
2022-02-03,Phone,Central,3,664.9631140078465,1994.8893420235395
2022-02-03,Phone,East,3,1611.149492122285,4833.448476366855
2022-02-04,Tablet,South,3,1674.9394008862869,5024.81820265886
2022-02-04,Laptop,East,4,329.07708297682973,1316.308331907319
2022-02-04,Phone,East,1,1107.5037520063102,1107.5037520063102
2022-02-04,Phone,West,3,699.0516418781597,2097.154925634479
2022-02-04,Laptop,West,1,1357.1448326530287,1357.1448326530287
2022-02-04,Keyboard,South,1,1783.3577216487556,1783.3577216487556
2022-02-04,Phone,West,2,893.2615596529951,1786.5231193059901
2022-02-04,Tablet,South,2,140.41188061573556,280.8237612314711
2022-02-05,Keyboard,Central,2,1884.2286271745027,3768.4572543490053
2022-02-05,Tablet,East,3,118.02232389414634,354.06697168243903
2022-02-05,Keyboard,North,1,171.43386909189564,171.43386909189564
2022-02-05,Monitor,North,4,1759.9865169540437,7039.946067816175
2022-02-05,Laptop,South,2,893.7568861179342,1787.5137722358684
2022-02-05,Monitor,Central,1,553.6765769597744,553.6765769597744
2022-02-05,Tablet,Central,2,664.3054652642762,1328.6109305285524
2022-02-05,Phone,West,2,543.8547269948289,1087.7094539896577
2022-02-05,Laptop,North,1,1976.67254049846,1976.67254049846
2022-02-05,Laptop,North,1,1391.3298371168328,1391.3298371168328
2022-02-05,Monitor,East,2,1616.1797120724284,3232.359424144857
2022-02-06,Tablet,West,2,1966.4279786521552,3932.8559573043103
2022-02-06,Tablet,Central,2,417.3644975749429,834.7289951498858
2022-02-06,Monitor,West,3,863.0024492084261,2589.0073476252783
2022-02-06,Keyboard,Central,3,1074.1081709313662,3222.3245127940986
2022-02-06,Phone,East,2,829.7721618333742,1659.5443236667484
2022-02-06,Laptop,North,2,1581.2104997768313,3162.4209995536626
2022-02-06,Keyboard,Central,2,1941.2949972675415,3882.589994535083
2022-02-06,Laptop,North,3,1234.8207376176479,3704.4622128529436
2022-02-06,Laptop,Central,3,852.8598359150517,2558.579507745155
2022-02-07,Phone,North,4,1805.1286812877872,7220.514725151149
2022-02-07,Tablet,Central,4,1520.9560477752343,6083.824191100937
2022-02-07,Laptop,North,4,1202.1637948918412,4808.655179567365
2022-02-07,Phone,East,1,843.2225555527216,843.2225555527216
2022-02-07,Tablet,West,1,1788.6213517510566,1788.6213517510566
2022-02-07,Laptop,South,4,167.30249999523562,669.2099999809425
2022-02-08,Laptop,Central,3,265.2748438316793,795.8245314950378
2022-02-08,Monitor,East,1,192.68880517902886,192.68880517902886
2022-02-08,Phone,Central,4,307.99083410346236,1231.9633364138494
2022-02-08,Monitor,Central,1,1717.2931366926605,1717.2931366926605
2022-02-08,Keyboard,Central,3,1666.8938352577834,5000.68150577335
2022-02-08,Phone,East,1,607.3537133219005,607.3537133219005
2022-02-08,Tablet,West,1,398.94725343479934,398.94725343479934
2022-02-08,Laptop,Central,3,553.5110594719333,1660.5331784158
2022-02-08,Keyboard,South,4,1275.3616186088502,5101.446474435401
2022-02-08,Monitor,Central,3,1926.499047551324,5779.497142653972
2022-02-08,Laptop,East,3,1669.0518260730491,5007.155478219147
2022-02-08,Phone,East,1,1512.6656869540548,1512.6656869540548
2022-02-09,Monitor,South,2,1537.6080271913759,3075.2160543827517
2022-02-09,Monitor,South,4,259.7866264891708,1039.1465059566833
2022-02-09,Tablet,North,1,1300.4457013316699,1300.4457013316699
2022-02-09,Phone,West,4,1125.9722214601254,4503.888885840502
2022-02-09,Tablet,East,2,135.0126656026132,270.0253312052264
2022-02-09,Laptop,South,3,845.0873017458736,2535.261905237621
2022-02-10,Keyboard,West,4,1406.9828723715455,5627.931489486182
2022-02-10,Phone,West,3,416.1174151713174,1248.3522455139523
2022-02-10,Monitor,North,2,999.7903880266682,1999.5807760533364
2022-02-10,Phone,East,2,1755.919931689515,3511.83986337903
2022-02-10,Keyboard,West,4,1330.3899224636245,5321.559689854498
2022-02-10,Monitor,Central,4,146.71514127172287,586.8605650868915
2022-02-10,Tablet,North,2,806.4837055535767,1612.9674111071533
2022-02-10,Tablet,East,2,101.95601170670345,203.9120234134069
2022-02-10,Phone,South,1,1894.1769064198768,1894.1769064198768
2022-02-11,Keyboard,North,3,1101.345782802538,3304.037348407614
2022-02-11,Keyboard,Central,3,519.4622642986448,1558.3867928959344
2022-02-11,Phone,West,2,349.5367401778183,699.0734803556365
2022-02-11,Tablet,North,2,387.0099943837104,774.0199887674208
2022-02-11,Monitor,Central,1,1828.096570800855,1828.096570800855
2022-02-11,Keyboard,East,4,855.4293561293091,3421.7174245172364
2022-02-11,Laptop,Central,3,692.7087819407478,2078.1263458222434
2022-02-12,Monitor,South,1,480.68237274255404,480.68237274255404
2022-02-12,Laptop,North,4,800.2000530751461,3200.8002123005845
2022-02-12,Monitor,East,4,402.5669027306025,1610.26761092241
2022-02-12,Laptop,North,1,1575.5340203043093,1575.5340203043093
2022-02-12,Tablet,South,4,133.9375957088068,535.7503828352272
2022-02-12,Keyboard,West,1,1832.488466423831,1832.488466423831
2022-02-12,Phone,East,4,1613.420852854735,6453.68341141894
2022-02-12,Laptop,North,2,1402.5740457350455,2805.148091470091
2022-02-12,Monitor,North,2,528.5262706430974,1057.0525412861948
2022-02-12,Monitor,Central,1,1221.5014838826826,1221.5014838826826
2022-02-12,Tablet,Central,1,122.0790258253912,122.0790258253912
2022-02-12,Phone,South,2,1951.9297185543107,3903.8594371086215
2022-02-12,Tablet,Central,1,1734.2325546594886,1734.2325546594886
2022-02-12,Laptop,East,2,1523.4071142924379,3046.8142285848758
2022-02-13,Laptop,West,1,1184.718553503912,1184.718553503912
2022-02-13,Monitor,West,1,1163.3324986251369,1163.3324986251369
2022-02-13,Phone,West,1,1083.6521224309517,1083.6521224309517
2022-02-13,Laptop,North,1,256.7662154368004,256.7662154368004
2022-02-13,Keyboard,West,2,854.1542247830325,1708.308449566065
2022-02-13,Phone,South,2,1417.0684875630939,2834.1369751261877
2022-02-13,Phone,South,3,1373.7323708733832,4121.19711262015
2022-02-13,Tablet,Central,3,1802.8204751015728,5408.461425304718
2022-02-13,Laptop,North,3,1264.5939322446513,3793.7817967339543
2022-02-13,Laptop,South,4,1754.8413351175627,7019.365340470251
2022-02-13,Phone,West,2,1588.503179289068,3177.006358578136
2022-02-13,Tablet,East,4,1150.702759924721,4602.811039698884
2022-02-13,Phone,South,3,1322.7976208733974,3968.3928626201923
2022-02-14,Monitor,South,2,255.0969658581202,510.1939317162404
2022-02-14,Monitor,West,1,1010.6299642949458,1010.6299642949458
2022-02-14,Tablet,South,3,1954.1439860563494,5862.431958169048
2022-02-14,Monitor,Central,4,1756.4822800489303,7025.929120195721
